number,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,body_type,mileage,engine,max_power,seats
219,Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,Wagon,21.4,1197,144,5
220,Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,Sedan,14.1,2179,306,7
221,Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,Jeep,19.7,796,60,5
222,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,Hatchback,25.17,799,55,5
223,Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,Jeep,20.63,1198,150,5
224,Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,Coupe,24.3,1248,166,5
225,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,Sedan,20.14,1197,139,5
226,Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,Sedan,22.74,796,53,5
227,Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,MUV/SUV,17,1197,139,5
228,Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,Convertible,17.57,1193,109,5
229,Maruti Swift 1.3 VXi,2008,130000,120000,Petrol,Individual,Manual,Second Owner,Jeep,19.41878336,1458,161,7
230,Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,Convertible,16.95,1498,176,5
231,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,Coupe,17,1497,176,5
232,Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,Jeep,19.49,1198,142,5
233,Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,Jeep,20.51,998,127,5
234,Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,Hatchback,12.83,2696,396,7
235,Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,Van,17.21,1493,160,7
236,Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,Convertible,21.1,1248,201,5
237,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,Jeep,19.67,1582,223,5
238,Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,Hatchback,25.17,799,57,5
239,Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,Convertible,20.77,1248,139,7
240,Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,Wagon,15.1,2179,288,7
241,Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,Van,15.37,1196,122,5
242,Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,Wagon,17.92,1086,106,5
243,Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,Hatchback,13.2,1495,138,5
244,Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,Convertible,15.1,2179,314,7
245,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,Sedan,12.99,2494,279,7
246,Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,Wagon,23.4,1248,130,5
247,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,Coupe,19,1199,109,5
248,Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,Wagon,20.36,1197,140,5
249,Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,Wagon,23.4,1248,189,5
250,Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,MUV/SUV,24.52,1248,196,7
251,Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,Jeep,14.2,1341,183,5
252,Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,Jeep,18.5,1197,134,5
253,Tata Indica DLS,2005,75000,110000,Diesel,Individual,Manual,Second Owner,MUV/SUV,19.41878336,1458,172,7
254,Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,Hatchback,20.4,1197,120,5
255,Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,Van,19.4,1405,169,5
256,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,Hatchback,22.54,1396,178,5
257,Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,Convertible,26.8,1248,200,5
258,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,Sedan,17.6,2179,281,7
259,Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,Hatchback,17.3,1497,140,8
260,Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,Convertible,22.32,1582,234,5
261,Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,Sedan,23.4,1248,129,5
262,Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,Coupe,19.3,1248,144,5
263,Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,Coupe,26,1498,157,5
264,Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,Van,19.3,1248,179,5
265,Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,Coupe,25.4,1186,116,5
266,Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,Van,11.5,2982,331,7
267,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,Wagon,27.28,1047,109,5
268,Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,Sedan,17.97,1498,190,5
269,Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,Convertible,18.6,1197,137,5
270,Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,Hatchback,20.85,1197,134,5
271,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,Wagon,12.8,2494,308,7
272,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,Hatchback,16.55,2498,317,6
273,Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,Van,19.3,1248,168,5
274,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,Wagon,20.4,1197,121,5
275,Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,Sedan,19.02,1198,105,5
276,Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,Jeep,22.54,1396,200,5
277,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,MUV/SUV,12.05,2179,299,9
278,Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,Van,14.07,2956,351,7
279,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,Wagon,27.28,1047,133,5
280,Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,Hatchback,17.57,1193,145,5
281,Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,Van,13.2,1495,200,5
282,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,Coupe,19.4,1198,112,5
283,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,Hatchback,18.9,1197,119,5
284,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,Wagon,21.02,1248,179,5
285,Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,Van,19.7,796,58,5
286,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,Sedan,11.57,2179,292,7
287,Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,MUV/SUV,13.6,2523,394,7
288,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,Jeep,13.6,2523,378,7
289,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,Coupe,17.9,2143,337,5
290,Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,Van,16.8,796,54,8
291,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,MUV/SUV,18.9,1197,147,5
292,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,Coupe,18.9,1197,128,5
293,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,Jeep,16.95,1197,129,5
294,Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First Owner,Jeep,20.4,1197,106,5
295,Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,Convertible,16.95,1197,106,5
296,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,Jeep,18.6,1197,121,5
297,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,Jeep,18.6,1197,129,5
298,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,Sedan,15.96,2523,392,7
299,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,Convertible,17.1,1591,219,5
300,Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,Wagon,17.19,1197,134,5
301,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,Jeep,21.01,1197,143,5
302,Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,Wagon,17,1197,113,5
303,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,Jeep,19.7,796,56,5
304,Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,Jeep,26.59,1248,176,5
305,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,Convertible,19.1,1197,140,5
306,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,MUV/SUV,24,1120,118,5
307,Maruti Swift 1.3 VXi,2010,215000,70000,Petrol,Individual,Manual,Second Owner,MUV/SUV,19.41878336,1458,197,7
308,Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,Hatchback,19.1,1197,125,5
309,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,Sedan,18.6,1199,101,5
310,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,Sedan,20.3,1199,146,5
311,Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,Convertible,16.1,796,59,4
312,Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,Coupe,25.6,1498,168,5
313,Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,MUV/SUV,25.6,1498,170,5
314,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,Coupe,16.02,1373,195,7
315,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,MUV/SUV,19.01,1461,193,5
316,Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,Jeep,17.4,1497,195,5
317,Mahindra Willys CJ 3B 4X4,1983,300000,10000,Diesel,Individual,Manual,Third Owner,Convertible,19.41878336,1458,178,7
318,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,MUV/SUV,25.17,799,56,5
319,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,Van,12.99,2494,284,8
320,Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,Coupe,20.51,998,120,5
321,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,Van,21.38,1396,194,5
322,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,Jeep,23.84,1199,125,5
323,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,Wagon,24,1186,146,5
324,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,Wagon,21.4,1197,139,5
325,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,Sedan,16.1,1298,200,5
326,Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,Jeep,17.4,1197,122,5
327,Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,Wagon,20.4,1197,125,5
328,Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,Van,17,1197,105,5
329,Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Convertible,17.3,993,79,5
330,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,Jeep,23.1,998,90,5
331,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,MUV/SUV,12.8,2494,314,8
332,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,Van,21.1,1248,139,5
333,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,Hatchback,23.08,1461,158,5
334,Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Wagon,17.3,993,97,5
335,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,MUV/SUV,17.1,1591,188,5
336,Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,MUV/SUV,18.2,998,83,5
337,Hyundai Santro Xing XL,2005,85000,60000,Petrol,Individual,Manual,Second Owner,Sedan,19.41878336,1458,196,7
338,Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,Wagon,19.7,796,60,5
339,Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,MUV/SUV,19.3,1248,164,5
340,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,MUV/SUV,19,998,140,5
341,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,Convertible,20.77,1248,160,7
342,Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,Wagon,17.8,1248,179,5
343,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,Van,23.08,1461,140,5
344,Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,Manual,Second Owner,Van,18.9,998,121,5
345,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,Van,20,1399,132,5
346,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,Van,17,1197,113,5
347,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,Hatchback,17.01,1582,195,5
348,Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First Owner,MUV/SUV,22,1197,114,5
349,Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First Owner,Jeep,20.63,1198,121,5
350,Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Dealer,Manual,First Owner,Convertible,18.9,1197,111,5
351,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,Manual,First Owner,MUV/SUV,14.24,2755,328,7
352,Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,Sedan,20.71,799,60,5
353,Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,Manual,First Owner,Hatchback,18.5,1198,125,5
354,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,Manual,First Owner,Jeep,17,1198,134,5
355,Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,Manual,First Owner,Van,16.95,1498,163,5
356,Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,MUV/SUV,23.59,1364,166,5
357,Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,MUV/SUV,20.36,1197,144,5
358,Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,Sedan,20.45,1461,141,5
359,Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,Manual,First Owner,Van,15.1,2179,288,7
360,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Convertible,12.8,2494,278,7
361,Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,Wagon,15.64,1193,149,5
362,Hyundai Elantra SX AT,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,Convertible,14.5,1797,163,5
363,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,Convertible,14.84,2143,329,5
364,Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,Wagon,25.4,624,48,4
365,Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First Owner,Hatchback,23.08,1461,157,5
366,Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First Owner,Wagon,18.9,998,108,5
367,Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,Hatchback,26.59,1248,131,5
368,Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Coupe,20.36,1197,138,5
369,Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,Sedan,25.17,799,56,5
370,Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Individual,Automatic,First Owner,Jeep,16.34,1798,170,5
371,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,Jeep,13.6,1999,206,5
372,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Convertible,22.37,2487,286,5
373,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Wagon,19.33,1999,208,5
374,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,Wagon,14.1,2179,281,7
375,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Convertible,18,1969,281,5
376,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Convertible,19.16,2494,275,5
377,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Sedan,21.79,998,127,5
378,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Sedan,27.39,1248,195,5
379,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Hatchback,18.2,1199,107,5
380,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,MUV/SUV,12.99,2494,297,7
381,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Convertible,22,1197,133,5
382,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Coupe,16.78,1496,152,5
383,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Wagon,22,1197,137,5
384,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Coupe,24,1186,144,5
385,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,Hatchback,16.78,1995,249,5
386,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,Convertible,16.78,1995,249,5
387,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Wagon,19,1199,128,5
388,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,MUV/SUV,14.3,1598,167,5
389,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Jeep,16.8,1984,300,5
390,Hyundai i10 Magna,2010,150000,106000,Petrol,Individual,Manual,Third Owner,MUV/SUV,20.36,1197,142,5
391,Toyota Etios Liva Diesel TRD Sportivo,2012,265000,162000,Diesel,Individual,Manual,Third Owner,Sedan,19.41878336,1458,136,7
392,Honda CR-V 2.4L 4WD AT,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,Coupe,11.1,2354,341,5
393,Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Individual,Manual,First Owner,Wagon,26.59,1248,194,5
394,Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,Diesel,Individual,Manual,Third Owner,Wagon,22.32,1582,163,5
395,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,Diesel,Individual,Manual,Third Owner,Hatchback,12.8,2494,336,8
396,Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Individual,Manual,Second Owner,Wagon,21.5,1248,159,5
397,Hyundai Verna XXi ABS (Petrol),2009,340000,214000,Petrol,Individual,Manual,Second Owner,Van,13.9,1599,227,5
398,Hyundai Verna CRDi SX,2009,340000,214000,Diesel,Individual,Manual,Second Owner,Sedan,16.8,1493,201,5
399,Maruti Alto 800 VXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,Coupe,22.74,796,61,5
400,Honda City i-VTEC CVT V,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,Hatchback,18,1497,136,5
401,Maruti Swift Dzire AMT VDI,2017,750000,19000,Diesel,Individual,Automatic,First Owner,Sedan,28.4,1248,166,5
402,Tata Indigo LS,2012,95000,265000,Diesel,Individual,Manual,Second Owner,Sedan,17,1405,171,5
403,Maruti Eeco CNG 5 Seater AC,2020,409999,35000,CNG,Individual,Manual,First Owner,Convertible,20.88,1196,106,5
404,Maruti Alto K10 VXI,2014,215000,80000,Petrol,Individual,Manual,Second Owner,Sedan,23.95,998,99,5
405,Mahindra XUV500 AT W10 AWD,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,Van,16,2179,304,7
406,Maruti Alto K10 LXI,2010,150000,80000,Petrol,Individual,Manual,First Owner,Convertible,20.92,998,131,5
407,Hyundai EON Sportz,2013,219000,50000,Petrol,Individual,Manual,Second Owner,Coupe,21.1,814,110,5
408,Tata Tiago 1.2 Revotron XE,2018,325000,100000,Petrol,Individual,Manual,First Owner,Sedan,23.84,1199,105,5
409,Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,Petrol,Individual,Manual,Second Owner,Sedan,15.1,1196,129,5
410,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,Coupe,13.6,1999,267,5
411,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,MUV/SUV,22.37,2487,302,5
412,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Coupe,19.33,1999,239,5
